StateProvince,Category,Manufacturer,Segment,SubCategory,OrderDate,OrderID,ProductName,Profit,ProfitCY,Sales,SalesCY
California,Office Supplies,Xerox,Consumer,Paper,11/5/2022,US-2022-157196,Xerox 1996,$0.01K,$0.0K,$0.0K,$0.0K
California,Office Supplies,Xerox,Consumer,Paper,6/19/2022,US-2022-138870,Xerox 1907,$0.01K,$0.0K,$0.0K,$0.0K
California,Office Supplies,Xerox,Consumer,Paper,12/13/2022,US-2022-122770,Xerox 1975,$0.01K,$0.0K,$0.0K,$0.0K
California,Office Supplies,Xerox,Consumer,Paper,4/17/2020,US-2020-155306,Xerox 1903,$0.01K,,$0.0K,
California,Office Supplies,Other,Consumer,Paper,10/30/2022,US-2022-123491,"""While you Were Out"" Message Book, One Form per Page",$0.00K,$0.0K,$0.0K,$0.0K
California,Office Supplies,Xerox,Consumer,Paper,8/7/2022,US-2022-156776,Xerox 1881,$0.01K,$0.0K,$0.0K,$0.0K
Utah,Office Supplies,Xerox,Consumer,Paper,7/7/2021,US-2021-106397,Xerox 226,$0.01K,,$0.0K,
Washington,Office Supplies,Xerox,Consumer,Paper,9/10/2021,US-2021-165918,Xerox 1945,$0.04K,,$0.1K,
Washington,Office Supplies,Xerox,Consumer,Paper,1/22/2021,US-2021-146318,Xerox 218,$0.01K,,$0.0K,
Washington,Office Supplies,Xerox,Consumer,Paper,5/10/2021,US-2021-161543,Xerox 1965,$0.01K,,$0.0K,
California,Office Supplies,Fellowes,Consumer,Storage,12/21/2022,US-2022-144827,"Fellowes Mobile File Cart, Black",$0.03K,$0.0K,$0.1K,$0.1K
California,Office Supplies,Fellowes,Consumer,Storage,4/8/2021,US-2021-130477,Fellowes Neat Ideas Storage Cubes,$0.00K,,$0.1K,
California,Office Supplies,Other,Consumer,Storage,11/2/2019,US-2019-115889,Adjustable Depth Letter/Legal Cart,$0.11K,,$0.4K,
California,Office Supplies,Standard,Consumer,Storage,12/12/2020,US-2020-134075,Standard Rollaway File with Lock,$0.09K,,$0.4K,
California,Office Supplies,Tennsco,Consumer,Storage,9/22/2019,US-2019-158225,Tennsco Commercial Shelving,$0.00K,,$0.0K,
California,Office Supplies,Other,Consumer,Storage,9/4/2022,US-2022-147410,"24 Capacity Maxi Data Binder Racks, Pearl",$0.11K,$0.1K,$0.4K,$0.4K
California,Office Supplies,Other,Consumer,Storage,9/8/2021,US-2021-103709,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",$0.07K,,$0.3K,
Utah,Office Supplies,Fellowes,Consumer,Storage,5/31/2020,US-2020-147788,Fellowes Super Stor/Drawer Files,$0.06K,,$0.3K,
Washington,Office Supplies,Eldon,Consumer,Storage,9/17/2019,US-2019-103940,Eldon Gobal File Keepers,$0.00K,,$0.0K,
Washington,Office Supplies,Other,Consumer,Storage,10/12/2020,US-2020-142993,"Contico 72""H Heavy-Duty Storage System",$0.00K,,$0.1K,
California,Office Supplies,Fiskars,Consumer,Supplies,12/29/2021,US-2021-112578,Fiskars Spring-Action Scissors,$0.01K,,$0.0K,
California,Office Supplies,Acme,Consumer,Supplies,5/1/2020,US-2020-104486,"Acme 10"" Easy Grip Assistive Scissors",$0.01K,,$0.0K,
California,Office Supplies,Fiskars,Consumer,Supplies,9/22/2022,US-2022-117009,Fiskars Softgrip Scissors,$0.01K,$0.0K,$0.0K,$0.0K
California,Office Supplies,Fellowes,Consumer,Appliances,6/25/2021,US-2021-118913,Fellowes Mighty 8 Compact Surge Protector,$0.02K,,$0.1K,
California,Office Supplies,Belkin,Consumer,Appliances,12/12/2021,US-2021-136686,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,$0.02K,,$0.1K,
California,Office Supplies,3M,Consumer,Appliances,4/10/2021,US-2021-123358,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,$0.04K,,$0.1K,
Washington,Office Supplies,Harmony,Consumer,Appliances,12/10/2021,US-2021-128412,Harmony HEPA Quiet Air Purifiers,$0.01K,,$0.0K,
Washington,Office Supplies,Holmes,Consumer,Appliances,12/10/2021,US-2021-128412,Holmes HEPA Air Purifier,$0.02K,,$0.1K,
California,Office Supplies,Staples in misc. colors,Consumer,Art,11/25/2019,US-2019-144078,Staples in misc. colors,$0.00K,,$0.0K,
California,Office Supplies,Boston,Consumer,Art,4/22/2020,US-2020-151253,Boston 1730 StandUp Electric Pencil Sharpener,$0.02K,,$0.1K,
California,Office Supplies,Other,Consumer,Art,11/11/2019,US-2019-105270,50 Colored Long Pencils,$0.01K,,$0.0K,
California,Office Supplies,Newell,Consumer,Art,10/21/2021,US-2021-161746,Newell Chalk Holder,$0.01K,,$0.0K,
California,Office Supplies,Newell,Consumer,Art,12/21/2022,US-2022-163405,Newell 327,$0.00K,$0.0K,$0.0K,$0.0K
California,Office Supplies,Newell,Consumer,Art,5/2/2022,US-2022-147844,Newell 34,$0.02K,$0.0K,$0.1K,$0.1K
California,Office Supplies,Crayola,Consumer,Art,12/13/2021,US-2021-102792,Crayola Colored Pencils,$0.00K,,$0.0K,
California,Office Supplies,Newell,Consumer,Art,9/21/2019,US-2019-153969,Newell 34,$0.02K,,$0.1K,
California,Office Supplies,Newell,Consumer,Art,1/29/2022,US-2022-139304,Newell 339,$0.00K,$0.0K,$0.0K,$0.0K
California,Office Supplies,Other,Consumer,Art,1/3/2022,US-2022-111738,Manco Dry-Lighter Erasable Highlighter,$0.00K,$0.0K,$0.0K,$0.0K
California,Office Supplies,Boston,Consumer,Art,10/25/2020,US-2020-152891,Boston 19500 Mighty Mite Electric Pencil Sharpener,$0.02K,,$0.1K,
California,Office Supplies,Other,Consumer,Art,9/2/2022,US-2022-110380,Pencil and Crayon Sharpener,$0.00K,$0.0K,$0.0K,$0.0K
California,Office Supplies,Boston,Consumer,Art,10/9/2019,US-2019-138240,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,$0.04K,,$0.1K,
Washington,Office Supplies,Newell,Consumer,Art,11/3/2021,US-2021-127250,Newell 332,$0.00K,,$0.0K,
Washington,Office Supplies,BIC,Consumer,Art,9/15/2022,US-2022-134418,BIC Brite Liner Highlighters,$0.01K,$0.0K,$0.0K,$0.0K
Washington,Office Supplies,Newell,Consumer,Art,2/13/2022,US-2022-104801,Newell 311,$0.00K,$0.0K,$0.0K,$0.0K
Washington,Office Supplies,Dixon,Consumer,Art,11/12/2022,US-2022-164364,"Dixon Ticonderoga Maple Cedar Pencil, #2",$0.00K,$0.0K,$0.0K,$0.0K
California,Office Supplies,Tyvek,Consumer,Envelopes,9/17/2019,US-2019-112851,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",$0.09K,,$0.2K,
California,Office Supplies,Other,Consumer,Envelopes,6/19/2020,US-2020-121965,Cameo Buff Policy Envelopes,$0.09K,,$0.2K,
California,Office Supplies,Tyvek,Consumer,Envelopes,12/30/2020,US-2020-135580,Tyvek Side-Opening Peel & Seel Expanding Envelopes,$0.12K,,$0.3K,
California,Office Supplies,Other,Consumer,Envelopes,4/23/2021,US-2021-126270,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",$0.04K,,$0.1K,
California,Office Supplies,Other,Consumer,Envelopes,8/16/2021,US-2021-150343,Convenience Packs of Business Envelopes,$0.01K,,$0.0K,
California,Office Supplies,Other,Consumer,Fasteners,6/23/2020,US-2020-139164,Assorted Color Push Pins,$0.00K,,$0.0K,
California,Office Supplies,Advantus,Consumer,Fasteners,12/5/2019,US-2019-133830,Advantus Plastic Paper Clips,$0.01K,,$0.0K,
California,Office Supplies,Acco,Consumer,Fasteners,2/22/2021,US-2021-143280,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",$0.01K,,$0.0K,
California,Office Supplies,Other,Consumer,Fasteners,7/7/2022,US-2022-106824,"Brites Rubber Bands, 1 1/2 oz. Box",$0.00K,$0.0K,$0.0K,$0.0K
California,Office Supplies,Alliance,Consumer,Fasteners,5/26/2021,US-2021-148852,"Alliance Big Bands Rubber Bands, 12/Pack",$0.00K,,$0.0K,
Utah,Office Supplies,Alliance,Consumer,Fasteners,11/8/2020,US-2020-123568,Alliance Rubber Bands,$0.00K,,$0.0K,
Washington,Office Supplies,Other,Consumer,Fasteners,2/19/2022,US-2022-166415,Rubber Band Ball,$0.00K,$0.0K,$0.0K,$0.0K
Washington,Office Supplies,Other,Consumer,Fasteners,9/12/2021,US-2021-128811,OIC Bulk Pack Metal Binder Clips,$0.00K,,$0.0K,
California,Office Supplies,Avery,Consumer,Labels,10/15/2022,US-2022-154949,Avery 478,$0.01K,$0.0K,$0.0K,$0.0K
California,Office Supplies,Avery,Consumer,Labels,7/28/2021,US-2021-140046,Avery 495,$0.01K,,$0.0K,
California,Office Supplies,Avery,Consumer,Labels,9/11/2020,US-2020-165057,Avery 474,$0.00K,,$0.0K,
California,Office Supplies,Avery,Consumer,Labels,2/5/2021,US-2021-100993,Avery 508,$0.01K,,$0.0K,
California,Office Supplies,Avery,Consumer,Labels,1/22/2021,US-2021-125850,Avery 475,$0.02K,,$0.0K,
California,Office Supplies,Avery,Consumer,Labels,12/13/2022,US-2022-122770,Avery 49,$0.00K,$0.0K,$0.0K,$0.0K
Nevada,Office Supplies,Avery,Consumer,Labels,12/6/2020,US-2020-114741,Avery 483,$0.01K,,$0.0K,
Washington,Office Supplies,Avery,Consumer,Labels,12/20/2019,US-2019-109036,Avery 489,$0.01K,,$0.0K,
Washington,Office Supplies,Avery,Consumer,Labels,9/12/2021,US-2021-128811,Avery 487,$0.01K,,$0.0K,
Washington,Office Supplies,Avery,Consumer,Labels,11/13/2022,US-2022-122490,Avery File Folder Labels,$0.00K,$0.0K,$0.0K,$0.0K
California,Office Supplies,Wirebound,Consumer,Paper,12/15/2022,US-2022-154116,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",$0.01K,$0.0K,$0.0K,$0.0K
California,Office Supplies,Xerox,Consumer,Paper,11/24/2020,US-2020-135545,Xerox 1943,$0.07K,,$0.1K,
California,Office Supplies,REDIFORM,Consumer,Paper,4/17/2022,US-2022-128965,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",$0.01K,$0.0K,$0.0K,$0.0K
California,Office Supplies,Xerox,Consumer,Paper,2/16/2020,US-2020-121776,Xerox 1881,$0.02K,,$0.0K,
California,Office Supplies,Other,Consumer,Paper,4/25/2022,US-2022-120222,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",$0.01K,$0.0K,$0.0K,$0.0K
California,Office Supplies,Xerox,Consumer,Paper,4/8/2021,US-2021-130477,Xerox 1923,$0.01K,,$0.0K,
California,Office Supplies,Xerox,Consumer,Paper,11/11/2022,US-2022-110842,Xerox 201,$0.01K,$0.0K,$0.0K,$0.0K
California,Office Supplies,Xerox,Consumer,Paper,11/24/2020,US-2020-153416,Xerox 225,$0.01K,,$0.0K,
California,Office Supplies,Array,Consumer,Paper,8/14/2021,US-2021-136021,Array Memo Cubes,$0.01K,,$0.0K,
California,Office Supplies,Xerox,Consumer,Paper,11/4/2019,US-2019-125829,Xerox 2000,$0.01K,,$0.0K,
California,Office Supplies,Xerox,Consumer,Paper,12/30/2020,US-2020-135580,Xerox 1929,$0.03K,,$0.1K,
California,Office Supplies,Other,Consumer,Paper,11/3/2021,US-2021-109365,Multicolor Computer Printout Paper,$0.15K,,$0.3K,
California,Office Supplies,Xerox,Consumer,Paper,11/3/2021,US-2021-109365,Xerox 1892,$0.06K,,$0.1K,
California,Office Supplies,Xerox,Consumer,Paper,11/3/2021,US-2021-109365,Xerox 22,$0.01K,,$0.0K,
California,Office Supplies,REDIFORM,Consumer,Paper,10/21/2021,US-2021-112340,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",$0.01K,,$0.0K,
California,Office Supplies,Xerox,Consumer,Paper,3/14/2020,US-2020-167479,Xerox 223,$0.01K,,$0.0K,
California,Office Supplies,Xerox,Consumer,Paper,10/13/2021,US-2021-145583,Xerox 195,$0.01K,,$0.0K,
California,Office Supplies,Wirebound,Consumer,Paper,9/21/2019,US-2019-153969,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",$0.01K,,$0.0K,
California,Office Supplies,Universal,Consumer,Paper,5/18/2021,US-2021-122728,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),$0.01K,,$0.0K,
California,Office Supplies,Xerox,Consumer,Paper,5/12/2020,US-2020-159380,Xerox 1962,$0.01K,,$0.0K,
California,Office Supplies,Xerox,Consumer,Paper,12/27/2019,US-2019-106334,Xerox 1927,$0.01K,,$0.0K,
California,Office Supplies,Ampad,Consumer,Paper,12/17/2022,US-2022-133431,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",$0.01K,$0.0K,$0.0K,$0.0K
Utah,Office Supplies,Xerox,Consumer,Paper,11/2/2022,US-2022-168179,Xerox 220,$0.01K,$0.0K,$0.0K,$0.0K
Utah,Office Supplies,Xerox,Consumer,Paper,11/8/2020,US-2020-123568,Xerox 1988,$0.04K,,$0.1K,
Washington,Office Supplies,Xerox,Consumer,Paper,10/18/2020,US-2020-127824,Xerox 1903,$0.01K,,$0.0K,
California,Office Supplies,Other,Consumer,Storage,8/15/2021,US-2021-167241,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",$0.00K,,$0.0K,
California,Office Supplies,Akro,Consumer,Storage,9/2/2021,US-2021-126732,Akro Stacking Bins,$0.00K,,$0.0K,
California,Office Supplies,Tennsco,Consumer,Storage,6/25/2020,US-2020-115945,Tennsco Regal Shelving Units,$0.01K,,$0.3K,
California,Office Supplies,SAFCO,Consumer,Storage,10/21/2021,US-2021-161746,SAFCO Boltless Steel Shelving,$0.00K,,$0.3K,
California,Office Supplies,Other,Consumer,Storage,12/30/2020,US-2020-135580,2300 Heavy-Duty Transfer File Systems by Perma,$0.01K,,$0.1K,
California,Office Supplies,Acco,Consumer,Storage,12/3/2021,US-2021-149762,Acco Perma 4000 Stacking Storage Drawers,$0.01K,,$0.0K,
California,Office Supplies,Fellowes,Consumer,Storage,8/27/2020,US-2020-126445,Fellowes Super Stor/Drawer Files,$0.09K,,$0.5K,
California,Office Supplies,Other,Consumer,Storage,8/15/2020,US-2020-142454,Mobile Personal File Cube,$0.02K,,$0.1K,
California,Office Supplies,Fellowes,Consumer,Storage,2/5/2021,US-2021-100993,"Fellowes Mobile File Cart, Black",$0.05K,,$0.2K,
California,Office Supplies,Belkin,Consumer,Storage,10/21/2021,US-2021-144729,"Belkin 19"" Vented Equipment Shelf, Black",$0.00K,,$0.2K,
California,Office Supplies,Space Solutions,Consumer,Storage,8/31/2022,US-2022-132619,Space Solutions Commercial Steel Shelving,$0.01K,$0.0K,$0.2K,$0.2K
California,Office Supplies,Eldon,Consumer,Storage,5/1/2020,US-2020-104486,Eldon Simplefile Box Office,$0.01K,,$0.0K,
California,Office Supplies,Other,Consumer,Storage,5/18/2021,US-2021-122728,Home/Office Personal File Carts,$0.03K,,$0.1K,
California,Office Supplies,Fellowes,Consumer,Storage,4/10/2021,US-2021-123358,Fellowes Staxonsteel Drawer Files,$0.08K,,$0.6K,
California,Office Supplies,Other,Consumer,Storage,12/2/2021,US-2021-108455,X-Rack File for Hanging Folders,$0.01K,,$0.0K,
California,Office Supplies,Other,Consumer,Storage,9/11/2021,US-2021-116561,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",$0.01K,,$0.3K,
Washington,Office Supplies,Eldon,Consumer,Storage,9/17/2019,US-2019-103940,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,$0.02K,,$0.1K,
Washington,Office Supplies,Other,Consumer,Storage,8/12/2022,US-2022-152310,Personal File Boxes with Fold-Down Carry Handle,$0.01K,$0.0K,$0.0K,$0.0K
Washington,Office Supplies,Space Solutions,Consumer,Storage,11/13/2022,US-2022-122490,Space Solutions HD Industrial Steel Shelving.,$0.01K,$0.0K,$0.3K,$0.3K
Washington,Office Supplies,Standard,Consumer,Storage,5/29/2020,US-2020-120880,Standard Rollaway File with Lock,$0.14K,,$0.5K,
California,Office Supplies,Acme,Consumer,Supplies,12/26/2019,US-2019-106264,Acme Rosewood Handle Letter Opener,$0.00K,,$0.0K,
California,Office Supplies,Fiskars,Consumer,Supplies,8/27/2020,US-2020-101707,Fiskars Softgrip Scissors,$0.01K,,$0.0K,
Washington,Office Supplies,Acme,Consumer,Supplies,11/12/2022,US-2022-164364,Acme Forged Steel Scissors with Black Enamel Handles,$0.01K,$0.0K,$0.0K,$0.0K
California,Office Supplies,Hoover,Consumer,Appliances,12/15/2022,US-2022-154116,Hoover Commercial SteamVac,$0.02K,$0.0K,$0.1K,$0.1K
California,Office Supplies,Harmony,Consumer,Appliances,2/2/2022,US-2022-161333,Harmony HEPA Quiet Air Purifiers,$0.02K,$0.0K,$0.0K,$0.0K
Washington,Office Supplies,Acco,Consumer,Appliances,3/29/2020,US-2020-121272,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,$0.02K,,$0.1K,
Washington,Office Supplies,3M,Consumer,Appliances,12/15/2020,US-2020-109638,3M Office Air Cleaner,$0.04K,,$0.1K,
California,Office Supplies,Sanford,Consumer,Art,10/13/2021,US-2021-145583,"Sanford Colorific Colored Pencils, 12/Box",$0.00K,,$0.0K,
California,Office Supplies,BIC,Consumer,Art,9/25/2021,US-2021-101385,BIC Brite Liner Highlighters,$0.01K,,$0.0K,
California,Office Supplies,Newell,Consumer,Art,12/22/2019,US-2019-133543,Newell 332,$0.00K,,$0.0K,
California,Office Supplies,Boston,Consumer,Art,7/14/2022,US-2022-121048,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",$0.02K,$0.0K,$0.1K,$0.1K
Washington,Office Supplies,Other,Consumer,Art,3/18/2022,US-2022-148145,Deluxe Chalkboard Eraser Cleaner,$0.02K,$0.0K,$0.0K,$0.0K
California,Office Supplies,Other,Consumer,Fasteners,12/24/2020,US-2020-158456,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",$0.02K,,$0.0K,
California,Office Supplies,Stockwell,Consumer,Fasteners,9/29/2019,US-2019-146969,Stockwell Push Pins,$0.00K,,$0.0K,
California,Office Supplies,OIC,Consumer,Fasteners,7/14/2022,US-2022-121048,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",$0.00K,$0.0K,$0.0K,$0.0K
Washington,Office Supplies,Avery,Consumer,Labels,6/10/2022,US-2022-158071,Avery 512,$0.01K,$0.0K,$0.0K,$0.0K
Washington,Office Supplies,Avery,Consumer,Labels,10/4/2019,US-2019-102085,Avery 519,$0.01K,,$0.0K,
California,Office Supplies,Other,Consumer,Paper,2/26/2022,US-2022-121258,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",$0.01K,$0.0K,$0.0K,$0.0K
California,Office Supplies,REDIFORM,Consumer,Paper,8/15/2021,US-2021-167241,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",$0.02K,,$0.0K,
California,Office Supplies,Xerox,Consumer,Paper,8/20/2022,US-2022-105326,Xerox 203,$0.01K,$0.0K,$0.0K,$0.0K
California,Office Supplies,Xerox,Consumer,Paper,12/5/2019,US-2019-133830,Xerox 1933,$0.02K,,$0.0K,
California,Office Supplies,Wirebound,Consumer,Paper,9/20/2019,US-2019-156433,"Wirebound Message Book, 4 per Page",$0.01K,,$0.0K,
California,Office Supplies,Xerox,Consumer,Paper,12/2/2021,US-2021-108455,Xerox 192,$0.01K,,$0.0K,
California,Office Supplies,Xerox,Consumer,Paper,5/3/2022,US-2022-163209,Xerox 2,$0.01K,$0.0K,$0.0K,$0.0K
Washington,Office Supplies,Xerox,Consumer,Paper,8/12/2022,US-2022-152310,Xerox 1937,$0.09K,$0.1K,$0.2K,$0.2K
Washington,Office Supplies,Xerox,Consumer,Paper,12/10/2021,US-2021-128412,Xerox 1988,$0.06K,,$0.1K,
California,Office Supplies,Rogers,Consumer,Storage,7/3/2022,US-2022-139437,Rogers Deluxe File Chest,$0.00K,$0.0K,$0.1K,$0.1K
California,Office Supplies,Tennsco,Consumer,Storage,5/14/2020,US-2020-165162,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",$0.06K,,$1.1K,
California,Office Supplies,Other,Consumer,Storage,2/2/2022,US-2022-161333,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",$0.04K,$0.0K,$0.1K,$0.1K
California,Office Supplies,Fellowes,Consumer,Storage,12/3/2021,US-2021-161025,Fellowes Staxonsteel Drawer Files,$0.11K,,$0.8K,
California,Office Supplies,Gould Plastics,Consumer,Storage,9/24/2019,US-2019-123344,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",$0.01K,,$0.2K,
California,Office Supplies,Belkin,Consumer,Storage,4/16/2022,US-2022-108070,"Belkin 19"" Vented Equipment Shelf, Black",$0.00K,$0.0K,$0.2K,$0.2K
California,Office Supplies,Martin-Yale,Consumer,Supplies,9/10/2020,US-2020-132906,Martin-Yale Premier Letter Opener,$0.00K,,$0.1K,
California,Office Supplies,Acme,Consumer,Supplies,3/19/2020,US-2020-113110,Acme Elite Stainless Steel Scissors,$0.01K,,$0.0K,
Washington,Office Supplies,Acme,Consumer,Supplies,8/23/2021,US-2021-150350,Acme Rosewood Handle Letter Opener,$0.00K,,$0.0K,
California,Office Supplies,Fellowes,Consumer,Appliances,11/2/2022,US-2022-115609,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,$0.04K,$0.0K,$0.2K,$0.2K
California,Office Supplies,Hoover,Consumer,Appliances,4/17/2020,US-2020-155306,Hoover Upright Vacuum With Dirt Cup,$0.42K,,$1.4K,
California,Office Supplies,Other,Consumer,Appliances,8/7/2022,US-2022-156776,3.6 Cubic Foot Counter Height Office Refrigerator,$0.41K,$0.4K,$1.5K,$1.5K
Nevada,Office Supplies,Fellowes,Consumer,Appliances,5/20/2022,US-2022-166688,Fellowes Basic Home/Office Series Surge Protectors,$0.02K,$0.0K,$0.1K,$0.1K
Washington,Office Supplies,Eureka,Consumer,Appliances,11/10/2022,US-2022-128447,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",$0.11K,$0.1K,$0.4K,$0.4K
Washington,Office Supplies,Acco,Consumer,Appliances,8/23/2021,US-2021-150350,"Acco Six-Outlet Power Strip, 4' Cord Length",$0.01K,,$0.0K,
California,Office Supplies,Other,Consumer,Art,9/2/2022,US-2022-123001,"OIC #2 Pencils, Medium Soft",$0.00K,$0.0K,$0.0K,$0.0K
California,Office Supplies,Avery,Consumer,Art,12/4/2020,US-2020-119508,Avery Hi-Liter Fluorescent Desk Style Markers,$0.01K,,$0.0K,
California,Office Supplies,Prang,Consumer,Art,11/24/2020,US-2020-105347,Prang Colored Pencils,$0.01K,,$0.0K,
California,Office Supplies,Other,Consumer,Art,10/12/2019,US-2019-139451,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",$0.00K,,$0.0K,
California,Office Supplies,Other,Consumer,Art,10/30/2022,US-2022-123491,4009 Highlighters by Sanford,$0.01K,$0.0K,$0.0K,$0.0K
California,Office Supplies,Staples in misc. colors,Consumer,Art,1/20/2022,US-2022-144589,Staples in misc. colors,$0.01K,$0.0K,$0.0K,$0.0K
Washington,Office Supplies,Sanford,Consumer,Art,9/15/2021,US-2021-160479,SANFORD Major Accent Highlighters,$0.01K,,$0.0K,
California,Office Supplies,Other,Consumer,Envelopes,9/21/2019,US-2019-153969,"#10 White Business Envelopes,4 1/8 x 9 1/2",$0.04K,,$0.1K,
New Mexico,Office Supplies,Staple envelope,Consumer,Envelopes,11/16/2021,US-2021-154508,Staple envelope,$0.01K,,$0.0K,
Washington,Office Supplies,Other,Consumer,Envelopes,5/12/2021,US-2021-167416,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",$0.03K,,$0.1K,
Washington,Office Supplies,Tyvek,Consumer,Envelopes,8/23/2021,US-2021-150350,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",$0.06K,,$0.1K,
California,Office Supplies,Stockwell,Consumer,Fasteners,4/17/2022,US-2022-128965,Stockwell Push Pins,$0.00K,$0.0K,$0.0K,$0.0K
California,Office Supplies,Other,Consumer,Fasteners,11/29/2019,US-2019-153983,Staples,$0.02K,,$0.0K,
Washington,Office Supplies,Acco,Consumer,Fasteners,12/29/2022,US-2022-130631,Acco Glide Clips,$0.01K,$0.0K,$0.0K,$0.0K
California,Office Supplies,Avery,Consumer,Labels,9/2/2022,US-2022-123001,Avery 505,$0.04K,$0.0K,$0.1K,$0.1K
California,Office Supplies,Other,Consumer,Labels,11/28/2022,US-2022-131303,Round Specialty Laser Printer Labels,$0.03K,$0.0K,$0.1K,$0.1K
California,Office Supplies,Avery,Consumer,Labels,1/22/2021,US-2021-125850,Avery 476,$0.01K,,$0.0K,
California,Office Supplies,Avery,Consumer,Labels,10/4/2019,US-2019-153479,Avery 512,$0.01K,,$0.0K,
Utah,Office Supplies,Other,Consumer,Labels,5/31/2020,US-2020-147788,Self-Adhesive Removable Labels,$0.01K,,$0.0K,
